500 250000
438 126 543
331 32 267
63 391 283
73 71 564
354 365 267
301 122 961
279 305 52
57 330 183
374 98 623
26 182 69
113 221 806
249 18 24
301 104 252
192 296 182
253 266 78
107 229 399
229 165 111
389 15 111
297 206 115
426 350 158
195 365 607
167 74 221
480 12 729
224 370 786
80 386 629
437 94 416
30 444 184
129 314 669
155 36 236
20 326 655
38 92 442
288 279 4
63 476 622
65 102 834
40 114 137
226 75 455
279 425 781
195 388 301
14 489 781
94 446 375
264 47 250
334 340 271
441 437 181
300 26 865
421 368 766
160 141 564
376 371 908
456 462 909
456 384 962
456 295 628
182 401 200
237 184 180
9 158 355
46 456 101
414 231 560
179 450 97
283 45 750
48 102 203
418 70 893
208 148 520
97 217 998
134 425 467
469 11 835
208 104 201
41 308 222
20 408 132
421 440 580
474 298 676
333 427 914
66 473 53
260 177 919
181 170 850
57 28 420
362 236 21
32 145 655
199 52 365
167 12 303
251 137 362
343 256 218
404 164 22
456 387 621
417 456 796
2 95 397
286 225 27
435 356 57
154 434 202
100 175 200
27 139 695
360 370 101
174 131 419
201 258 878
261 199 299
401 332 189
116 241 56
334 474 775
192 103 477
46 488 471
374 41 603
85 1 482
311 110 819
261 367 505
263 405 864
224 344 211
427 419 100
488 21 44
456 9 540
305 339 759
200 411 197
53 87 910
5 225 326
151 236 83
192 340 823
13 158 543
125 456 600
393 357 16
375 121 830
104 216 911
487 473 746
188 246 87
169 403 581
57 471 898
240 226 823
314 289 80
398 377 826
190 258 736
135 264 911
60 374 273
326 224 622
355 301 418
3 107 340
456 277 962
356 439 355
118 463 775
312 487 429
433 460 40
364 130 59
377 55 824
183 361 37
488 267 275
99 200 941
123 447 575
361 360 943
324 74 489
120 248 10
256 457 956
469 244 522
403 347 821
195 184 608
211 64 38
130 257 454
448 398 257
447 174 627
269 316 126
10 121 80
112 182 177
360 133 570
427 121 576
199 163 600
408 83 815
429 352 885
118 80 292
359 153 604
323 124 875
244 394 365
184 107 794
151 435 85
149 455 289
376 111 152
365 178 874
93 155 60
72 443 476
205 249 703
267 384 500
483 38 819
49 114 567
307 13 235
90 143 164
370 133 55
341 309 992
272 94 670
486 491 585
165 69 136
244 6 875
216 4 451
388 253 991
407 179 133
402 311 505
354 346 616
21 406 220
367 211 29
126 61 27
175 232 310
405 397 725
496 61 456
319 5 926
371 311 70
7 123 446
100 467 180
93 99 595
4 201 877
105 405 234
156 205 515
308 81 188
174 492 259
274 196 999
302 274 126
255 281 775
24 293 787
3 216 116
240 43 734
190 493 565
119 311 721
103 360 926
390 106 996
155 13 44
466 317 60
239 89 837
456 192 478
102 214 60
448 222 170
378 169 891
35 315 298
126 128 433
347 14 940
85 291 189
325 491 781
25 138 766
5 146 242
304 327 215
351 301 577
380 186 753
193 262 243
288 179 5
157 104 732
180 405 10
124 62 871
123 64 464
26 179 661
466 236 762
298 10 982
151 429 200
14 214 720
476 103 910
385 90 598
268 493 91
162 193 180
480 346 933
378 370 32
384 177 273
457 180 878
160 343 307
146 323 971
374 137 296
208 206 178
255 253 320
270 485 486
79 177 128
269 178 544
146 60 667
117 318 997
474 428 41
105 200 986
190 378 345
442 411 572
288 38 907
118 236 141
136 223 434
229 106 810
274 236 920
454 348 358
116 126 58
474 151 362
83 402 113
126 99 902
267 57 903
2 23 415
384 202 729
417 65 578
109 322 752
131 278 102
338 300 14
52 216 349
206 14 564
223 467 547
423 251 347
493 395 78
458 65 347
451 384 800
25 63 239
481 130 776
260 34 940
218 243 616
255 403 473
224 354 524
338 270 112
219 366 137
398 499 58
274 74 829
455 492 343
493 399 672
156 198 212
363 190 856
461 88 923
190 260 299
297 266 54
342 451 645
488 224 100
61 455 839
494 467 805
470 429 906
347 335 933
113 455 509
43 207 923
200 5 776
457 474 66
381 421 671
194 398 746
9 471 731
347 3 19
196 337 349
302 58 794
262 141 907
416 293 376
493 293 642
371 353 131
134 369 484
474 250 651
323 210 855
237 382 784
104 307 775
481 340 582
113 207 225
137 338 792
127 143 527
15 134 466
369 471 573
339 238 65
305 436 526
445 442 595
149 429 199
160 468 609
226 92 254
438 487 829
269 151 829
249 147 854
461 98 887
416 398 543
120 180 473
174 336 220
93 22 444
427 212 743
189 460 442
19 141 433
297 104 984
153 331 209
163 120 491
223 488 292
37 191 484
418 288 9
151 451 411
129 158 186
217 184 421
287 75 254
291 494 151
122 143 953
395 390 791
457 373 838
197 367 667
169 136 535
373 53 152
485 366 2
455 249 264
411 152 792
31 452 648
12 127 505
370 167 907
162 406 360
172 132 923
289 200 52
216 167 465
56 225 834
194 467 264
6 424 225
428 495 176
16 422 542
395 27 653
277 293 242
97 72 350
453 382 361
469 384 950
216 93 599
13 283 435
390 198 915
443 249 960
317 49 452
15 38 117
234 492 158
201 373 406
44 287 155
395 327 59
90 284 355
487 204 273
295 323 264
206 118 5
177 139 213
422 297 868
232 167 848
412 91 785
311 202 69
68 338 867
183 13 384
421 469 848
321 32 704
36 371 385
242 178 301
440 432 323
154 246 967
251 21 324
337 424 489
296 152 56
19 353 863
302 144 904
380 322 208
277 182 392
48 251 457
255 158 26
393 363 308
213 443 776
201 162 55
234 68 215
205 40 353
67 361 311
188 120 152
449 81 966
10 363 587
106 385 639
318 5 733
260 129 939
83 128 28
257 139 67
362 166 620
62 412 941
171 461 981
486 61 920
479 273 817
122 74 941
77 113 419
143 148 345
105 180 323
402 354 888
447 82 737
46 294 278
489 382 332
442 237 733
481 298 671
20 3 959
234 147 506
271 72 67
276 65 520
474 74 616
493 394 572
33 469 48
109 93 538
244 261 122
466 234 323
132 238 586
128 223 766
245 125 234
325 327 732
463 400 31
363 463 427
252 442 719
324 313 805
53 215 670
311 165 273
114 55 580
58 32 759
302 240 454
342 102 927
308 489 801
400 268 344
106 430 640
45 192 831
211 481 741
210 398 799
316 420 490
110 20 640
354 330 103
331 141 45
408 233 619
69 127 431
308 474 74
5 103 476
78 277 569
349 361 173
354 157 160
328 294 817
90 315 847
47 401 255
421 295 706
460 342 319
418 294 135
268 432 730
221 140 160
352 406 670
90 278 860
464 93 479
119 159 825
233 66 460
45 110 556
267 305 618
147 217 908
108 25 761
6 467 681
345 151 454
381 151 451
465 33 441
353 55 8
288 338 840
219 142 423
237 384 464
328 62 947
324 283 144
278 61 651
94 435 709
495 474 367
471 337 718
486 345 889
80 347 30
427 387 978
222 319 645
90 75 409
61 257 898
66 140 38
378 187 73
450 151 920
327 153 390
117 308 425
440 325 910
412 278 424
205 481 480
288 356 69
276 9 861
178 126 867
23 439 117
345 471 450
311 431 25
287 205 908
323 248 937
107 220 441
39 31 720
79 142 215
150 242 235
367 153 547
279 6 101
394 159 246
487 460 140
103 121 306
160 136 97
111 206 710
272 111 682
213 444 302
209 448 249
42 45 442
159 164 784
420 272 662
445 284 435
372 401 602
0 248 667
155 295 90
451 276 977
339 461 126
126 499 169
215 478 350
283 150 653
499 276 987
47 335 738
412 45 483
310 271 44
137 8 106
332 380 667
369 317 76
185 444 262
452 32 186
288 52 154
487 74 666
362 439 124
65 262 416
194 126 984
443 367 741
24 420 516
285 493 54
423 114 657
107 117 217
390 460 792
279 441 693
331 131 896
19 50 770
146 274 619
188 292 940
349 45 654
19 346 680
10 468 241
142 254 625
178 41 612
498 406 197
294 32 947
191 150 125
9 345 359
176 316 818
191 412 778
315 243 950
472 286 492
202 346 752
104 51 16
376 266 446
399 194 738
305 297 157
414 44 892
420 262 956
387 109 413
429 37 470
289 165 150
271 350 100
335 428 366
156 149 885
14 180 811
258 82 329
414 27 51
198 456 377
212 496 486
482 421 105
69 182 791
149 55 967
142 457 522
214 412 230
317 80 456
245 68 304
17 300 162
247 427 736
224 49 269
321 313 4
79 424 799
166 208 91
244 225 118
150 458 194
264 135 788
75 72 894
109 324 80
274 377 468
45 269 338
276 375 879
341 426 862
112 347 535
384 209 274
136 104 347
153 76 698
286 430 38
201 58 482
99 435 933
401 350 847
183 155 892
411 126 388
407 81 990
478 423 782
10 126 741
471 255 824
50 369 842
104 253 793
274 234 281
353 300 373
188 35 799
259 364 669
120 44 803
422 160 6
466 87 930
64 265 959
494 466 617
317 407 653
416 472 263
225 59 594
178 474 646
460 11 918
458 305 32
349 492 63
466 467 484
331 324 693
127 441 407
369 439 164
61 416 728
357 27 877
295 73 353
85 207 265
427 383 994
153 104 896
4 155 354
334 106 950
384 33 598
290 157 710
447 259 928
243 370 946
443 249 88
483 16 797
33 59 66
421 33 182
427 188 95
288 220 931
287 364 858
91 97 970
229 177 729
108 498 132
104 300 476
347 360 215
410 472 939
285 79 902
64 349 664
395 130 503
274 457 596
221 306 527
414 487 149
152 148 33
446 307 338
478 471 15
11 337 219
54 210 695
497 219 926
383 442 794
152 146 69
233 395 297
140 137 934
244 263 62
169 351 821
127 148 847
230 450 192
174 360 34
89 390 436
308 495 914
213 101 522
197 38 744
410 401 811
109 291 826
347 56 656
364 18 421
6 239 227
71 150 637
75 325 931
302 173 62
176 238 933
284 481 114
319 372 159
385 445 785
35 304 822
428 222 173
186 456 347
234 83 784
112 332 185
272 262 910
43 254 349
280 129 825
421 248 894
3 25 206
132 174 320
140 478 166
348 416 343
235 131 475
443 319 206
116 47 494
165 113 539
355 331 495
381 64 883
302 310 881
292 240 880
115 67 891
27 166 602
150 495 342
405 378 529
408 416 105
102 414 855
291 205 760
0 446 908
410 160 447
261 34 535
73 457 661
432 299 493
267 185 404
372 274 248
250 401 934
92 332 403
191 234 475
86 230 919
97 331 8
390 285 348
208 180 303
212 338 560
414 142 126
101 132 682
133 396 310
418 352 750
34 308 487
287 201 459
264 439 109
22 136 359
191 90 492
289 480 316
368 92 251
209 126 649
142 79 808
389 56 6
448 205 577
100 318 177
132 94 457
191 16 798
125 256 810
429 328 59
38 411 199
165 386 576
97 26 374
186 466 866
204 61 392
369 494 651
64 415 707
120 398 323
183 361 956
429 117 670
81 423 135
294 220 320
301 54 489
286 35 350
278 425 365
60 299 449
140 462 261
439 80 213
222 384 489
154 70 375
454 115 154
181 135 546
191 416 20
118 370 93
389 407 151
376 441 984
93 203 945
255 271 523
474 464 309
179 420 663
315 418 302
62 426 371
306 347 619
411 342 731
383 186 921
186 27 571
400 240 136
131 151 753
230 79 945
110 474 616
392 151 7
94 356 333
45 346 602
103 27 44
16 289 263
266 426 816
244 187 974
326 173 987
425 403 19
405 83 193
452 29 575
213 316 157
96 265 369
51 167 814
478 16 680
256 222 380
456 4 538
395 387 623
169 373 22
319 140 848
287 185 498
137 46 739
469 427 512
447 478 498
397 235 973
23 152 296
123 388 833
239 105 748
42 381 639
410 274 994
186 307 440
175 241 190
301 309 244
342 221 616
168 255 284
210 379 455
489 285 649
98 204 826
378 70 800
438 144 20
130 395 549
464 30 47
114 237 343
315 178 502
370 410 739
410 393 476
195 253 533
396 192 509
25 186 219
335 327 492
296 90 296
60 483 736
128 305 916
236 262 283
212 40 84
137 482 148
448 178 841
282 4 194
417 483 641
427 134 133
117 87 434
148 88 992
1 495 446
368 390 39
429 464 309
340 483 617
488 306 199
95 493 310
459 134 599
130 356 300
212 376 270
456 295 521
357 270 486
472 487 531
5 107 549
472 393 526
127 478 224
243 346 156
201 62 693
317 267 54
461 472 505
191 136 516
416 67 900
331 186 416
349 356 754
51 94 457
101 224 115
79 392 527
174 254 252
499 311 388
76 272 370
381 113 571
457 261 81
229 171 285
191 473 951
80 384 280
106 134 817
180 173 71
220 275 121
310 293 379
400 174 82
464 213 147
29 143 218
452 288 951
138 273 943
209 342 350
302 67 353
499 170 626
315 399 700
441 366 319
488 110 483
103 456 266
402 233 682
174 68 691
122 34 515
182 148 5
303 232 705
35 269 493
42 450 620
296 82 685
146 110 288
22 21 599
363 221 551
117 195 966
138 32 845
141 377 960
276 433 540
335 416 50
93 360 499
136 428 70
192 418 526
426 78 805
325 438 894
62 359 511
402 19 796
122 168 309
462 208 464
411 405 947
436 3 399
393 90 525
89 136 749
498 242 276
197 427 473
450 277 205
16 498 398
443 247 302
422 262 747
97 37 250
485 20 118
499 231 22
482 115 231
267 368 959
303 286 494
168 404 730
313 401 903
248 349 998
322 285 535
130 222 312
336 275 735
177 166 820
115 414 776
384 206 15
126 98 62
394 154 142
403 144 315
277 72 921
139 489 165
432 199 561
160 43 681
121 294 111
303 370 620
318 398 627
117 300 737
362 33 554
427 496 435
160 357 463
67 375 504
332 360 861
304 256 934
132 499 699
296 454 157
490 56 418
92 202 882
13 99 608
167 274 204
349 71 238
246 79 508
290 173 20
447 496 140
309 320 174
230 31 649
310 141 714
129 91 545
292 418 621
211 399 658
345 480 928
96 264 500
355 72 311
285 157 806
368 480 147
157 205 517
53 213 942
178 219 981
460 363 941
138 28 149
431 260 378
270 123 188
493 198 840
221 179 991
352 365 58
199 460 655
414 318 955
234 206 235
182 322 894
317 347 545
447 474 973
193 247 755
182 8 860
429 50 308
174 182 389
479 29 378
151 61 692
98 218 203
368 385 566
379 216 83
258 351 530
252 154 124
65 71 866
189 389 369
435 474 473
160 16 411
39 220 812
292 365 417
372 53 449
10 84 464
254 265 337
135 176 41
195 19 247
96 53 965
394 142 195
421 452 746
424 54 970
482 187 190
469 304 369
396 239 441
78 13 197
260 188 152
373 198 433
229 69 439
378 138 325
140 359 684
157 101 946
211 258 1
469 183 879
301 55 822
4 5 215
17 474 95
103 235 502
148 404 157
68 99 251
335 318 516
100 335 468
273 422 4
28 377 359
297 394 10
187 397 501
396 327 526
53 39 392
301 403 85
310 290 134
345 75 8
75 449 723
417 137 128
314 47 787
221 93 460
75 314 217
141 401 121
182 251 274
216 169 848
269 187 37
80 442 294
30 2 538
381 414 578
358 452 26
66 368 25
320 214 289
215 133 365
212 317 72
407 36 29
203 55 733
393 425 66
342 162 199
373 25 211
391 345 156
358 431 189
105 284 580
108 167 328
116 4 971
368 385 686
408 285 444
25 301 346
104 187 276
65 189 325
199 279 234
441 477 884
106 473 174
235 479 950
236 334 336
137 495 743
83 0 72
67 55 357
277 47 823
214 446 564
121 489 593
11 43 556
382 49 744
111 422 386
387 131 562
426 290 653
340 487 848
144 187 601
175 137 684
205 321 147
295 108 685
351 24 936
158 390 426
413 479 439
143 207 632
55 166 165
339 159 228
139 467 54
333 87 380
154 250 922
309 481 570
211 111 844
461 391 294
115 376 952
41 103 974
413 61 496
208 197 488
33 332 466
191 350 321
42 448 277
129 475 332
170 437 266
229 99 943
152 133 810
108 475 49
0 411 689
420 271 866
110 191 643
155 219 841
104 169 448
192 72 597
454 247 283
56 484 436
67 256 403
372 242 35
465 79 225
448 45 132
265 347 394
311 479 329
445 481 922
160 78 460
404 0 882
326 363 501
19 71 613
106 265 711
172 323 348
123 282 285
64 30 275
208 332 48
386 75 33
62 234 492
284 401 88
289 463 38
101 449 853
338 469 61
193 39 936
416 202 684
345 455 731
248 284 126
237 174 724
80 371 308
226 344 589
16 258 966
207 496 853
360 156 618
425 483 594
408 5 351
265 354 981
449 198 477
365 258 644
434 459 872
68 260 348
342 290 32
267 252 192
80 294 623
398 24 584
490 11 273
381 132 274
269 15 762
116 482 59
423 295 483
70 270 145
42 466 740
105 112 257
29 9 136
498 155 986
431 103 673
88 379 808
74 54 227
305 46 794
369 373 581
277 77 21
52 339 753
110 375 689
47 82 223
86 164 231
141 62 802
483 109 857
485 62 26
341 478 170
361 77 551
305 52 525
44 37 902
493 341 859
323 285 511
293 122 730
208 407 419
447 266 866
165 373 732
177 381 429
123 345 943
335 267 824
264 165 691
437 101 100
71 448 988
359 171 827
305 60 360
99 417 202
466 226 664
476 265 115
29 187 783
477 464 853
25 459 535
484 230 409
463 201 647
429 324 2
291 245 888
415 6 794
67 208 37
480 357 852
393 356 755
452 0 846
387 70 604
224 332 421
128 1 195
439 171 400
312 148 497
223 65 743
111 212 954
486 24 864
264 464 18
49 379 918
170 470 909
78 182 661
51 334 25
425 352 140
48 197 949
262 33 142
161 200 457
476 69 747
326 130 440
190 40 293
396 291 794
243 144 335
441 18 892
372 298 166
401 160 205
22 165 783
151 137 344
161 111 383
247 255 342
379 442 13
275 132 577
323 223 94
105 299 346
324 188 899
192 187 37
5 64 301
424 339 578
218 163 338
104 441 719
339 17 228
224 161 351
123 310 896
290 345 673
270 328 978
26 422 422
50 433 671
71 248 544
206 226 255
53 181 281
337 85 26
295 365 450
58 467 703
123 481 91
157 147 164
93 248 849
238 59 720
61 184 194
146 185 191
170 236 942
494 495 428
499 103 882
373 59 244
258 427 22
460 390 115
298 399 973
58 201 676
354 416 710
495 13 681
80 1 883
4 159 958
250 320 133
347 407 442
452 75 650
426 300 315
237 399 34
411 369 199
275 179 701
216 498 26
146 346 670
128 416 355
391 433 358
254 236 771
205 333 821
149 300 931
428 296 749
55 217 583
148 381 816
59 262 39
337 187 891
165 420 899
90 28 202
353 35 623
439 268 38
285 394 216
58 422 459
164 447 937
320 428 941
176 281 375
438 326 625
402 318 346
96 296 149
305 285 564
383 109 744
401 57 587
157 433 991
388 47 524
68 394 419
181 62 3
333 295 788
53 17 450
35 434 360
259 161 366
433 90 679
208 136 77
492 18 703
324 90 18
328 431 666
135 132 983
406 247 109
293 7 440
483 296 757
427 104 498
383 188 194
323 66 75
424 299 295
340 158 925
328 280 189
78 178 248
61 231 890
491 402 398
362 89 362
101 450 67
112 289 402
163 442 139
132 261 630
359 330 813
259 205 375
211 188 884
220 495 270
47 312 999
465 461 113
98 381 272
267 226 132
330 168 75
117 473 529
372 453 179
90 54 846
338 439 821
408 128 794
305 482 574
44 421 963
13 170 710
478 98 101
398 17 712
205 159 227
294 165 959
59 440 111
341 457 77
424 258 575
428 217 699
321 440 244
474 51 830
320 243 553
112 403 350
331 305 851
242 201 9
257 216 261
316 218 762
304 345 563
367 174 93
273 93 9
86 464 535
121 274 298
227 436 288
208 279 515
434 199 200
275 144 334
359 443 909
279 221 195
448 74 177
339 290 865
69 442 403
217 304 411
440 414 201
351 315 335
228 256 62
235 484 728
358 174 389
321 496 877
240 184 109
255 425 91
83 345 302
393 50 51
328 295 844
229 165 462
35 433 80
75 95 414
198 173 260
63 325 17
332 160 234
168 104 816
127 401 145
343 36 711
2 469 116
422 304 20
445 357 37
300 302 74
183 180 101
494 278 487
144 125 630
158 469 0
301 35 648
87 464 478
421 437 45
21 102 740
22 17 649
61 179 465
438 255 607
235 394 8
83 45 90
205 40 908
292 235 309
283 158 540
197 294 673
138 246 675
365 392 911
48 462 553
373 182 381
100 261 126
483 145 118
482 237 350
185 127 312
68 483 19
345 115 452
287 274 606
201 81 148
474 380 646
101 135 673
395 491 92
168 55 855
381 484 711
162 493 475
243 29 576
33 150 569
215 24 932
387 18 422
291 441 956
161 239 626
383 197 554
203 438 386
46 338 882
184 2 339
443 208 383
71 200 697
211 434 411
295 144 230
103 387 57
74 78 466
261 422 546
37 233 650
181 262 437
144 190 899
28 238 502
100 62 230
15 161 557
176 490 158
170 253 441
63 152 668
235 319 4
298 334 375
41 269 885
344 193 623
347 285 166
459 465 563
239 103 51
238 57 46
427 288 522
230 124 567
422 0 886
478 349 57
406 378 266
220 273 471
290 454 968
412 436 822
149 212 167
259 306 518
57 269 557
128 8 436
221 51 814
314 239 429
158 151 140
14 241 529
477 220 527
105 328 753
243 59 305
56 82 65
80 453 516
244 207 152
410 256 547
309 66 725
233 20 132
465 136 953
367 182 786
339 330 978
12 411 891
238 430 157
387 118 258
99 274 112
180 267 513
332 16 909
286 493 799
183 88 182
234 94 198
170 57 197
265 226 153
333 298 356
4 499 355
371 332 794
192 78 163
348 137 449
173 181 401
96 437 265
166 108 892
376 468 401
78 124 248
394 197 387
306 21 900
453 424 293
4 316 633
228 407 816
420 316 197
206 188 550
42 246 361
378 321 541
347 15 264
356 145 775
142 236 799
483 398 29
170 207 716
121 296 854
395 361 435
371 320 2
442 499 884
259 326 936
6 17 585
300 77 296
41 436 772
485 18 198
215 343 969
152 106 992
83 451 191
43 22 236
425 32 218
375 148 137
414 466 129
486 497 33
70 150 379
367 463 567
240 16 244
100 1 686
307 338 891
287 39 158
2 424 489
311 328 70
245 307 647
473 159 894
18 132 891
455 202 86
405 302 825
410 426 435
456 327 833
219 499 975
351 348 729
329 87 347
466 313 103
458 313 235
100 390 959
489 383 12
306 137 520
169 91 113
69 490 951
203 283 470
133 216 839
21 489 871
176 210 233
412 156 436
264 39 777
7 227 56
2 489 529
79 429 975
477 267 9
90 461 286
312 153 780
5 88 540
309 420 102
100 169 190
282 445 103
183 249 331
287 435 828
213 483 239
27 280 564
67 156 298
271 42 189
398 335 727
348 74 555
181 467 850
199 353 599
439 53 199
405 73 196
433 283 452
13 102 292
62 297 611
235 361 786
479 347 61
262 189 597
105 80 976
203 206 40
456 461 953
265 466 884
184 243 287
371 249 900
284 38 607
161 86 192
276 37 630
108 67 93
447 274 960
179 247 131
62 484 162
184 9 22
47 447 212
129 211 88
343 494 699
462 66 528
224 73 24
185 98 429
155 385 913
94 173 549
198 54 14
362 50 97
357 201 59
210 391 451
169 76 722
380 53 81
87 92 614
454 257 185
156 79 121
267 344 547
290 18 164
236 455 789
4 383 95
276 257 419
231 156 560
80 90 248
341 113 664
275 64 804
210 289 946
120 424 780
331 414 957
107 394 510
319 74 191
320 153 987
155 171 633
362 60 701
484 29 649
20 44 674
378 198 347
309 430 317
94 337 29
444 169 401
304 472 968
24 343 651
214 109 348
464 406 523
389 45 482
284 374 386
11 67 271
87 467 872
320 193 562
421 236 857
250 332 734
124 272 355
181 458 929
20 295 656
185 18 908
139 493 302
237 201 753
55 494 719
145 449 393
459 202 910
408 432 649
412 305 954
474 24 234
207 289 799
498 71 623
60 439 661
386 397 589
232 485 230
41 92 546
301 178 379
279 98 695
236 219 622
2 420 272
304 350 932
359 205 522
409 46 659
156 25 298
84 37 825
354 284 822
263 248 51
137 9 661
351 190 269
303 159 202
298 181 482
15 437 215
181 323 553
160 39 792
237 260 504
5 164 759
306 335 937
139 160 324
422 29 375
492 306 597
131 425 47
235 289 775
460 78 885
304 381 819
152 291 634
436 99 995
114 46 407
256 158 98
482 11 274
273 64 146
488 135 909
163 145 986
496 120 548
85 72 294
362 134 963
5 414 605
256 53 233
343 318 104
472 185 839
321 163 277
162 137 472
248 19 504
490 9 268
240 69 534
226 442 127
85 273 166
181 480 542
155 35 85
2 451 187
481 492 632
419 290 643
454 258 539
165 425 222
134 193 890
97 23 241
468 337 221
14 269 199
401 13 250
271 10 672
415 284 248
324 294 800
177 397 447
97 204 245
183 73 721
82 449 857
373 403 549
390 199 276
391 97 883
49 440 776
496 292 574
38 205 99
289 355 565
329 305 913
192 72 258
396 208 193
315 87 323
25 349 618
343 22 428
91 66 37
216 397 468
37 335 786
361 319 583
151 242 493
488 108 631
350 283 912
29 98 983
280 70 680
483 403 314
76 176 477
163 407 628
424 484 488
125 446 929
290 289 87
58 129 609
90 421 693
445 171 15
128 57 325
299 188 752
71 207 872
166 101 167
456 299 438
178 6 425
25 1 394
245 252 640
253 25 897
246 340 929
491 381 683
62 218 784
331 417 612
27 263 680
270 352 883
241 18 186
219 473 192
38 242 915
46 317 753
316 127 460
293 268 949
214 432 270
170 156 907
332 295 86
369 221 624
212 298 692
306 476 976
492 205 355
303 120 517
9 109 611
21 456 855
323 19 23
143 102 918
314 307 927
437 1 133
85 347 539
191 17 114
41 386 251
24 355 585
104 286 486
445 336 882
373 250 875
280 323 199
339 451 482
213 455 260
163 207 257
447 140 405
450 36 876
481 402 805
4 60 156
159 193 185
85 243 230
351 292 843
299 70 225
254 271 605
265 448 870
440 369 924
40 404 138
381 282 676
133 461 857
492 118 824
246 144 608
19 158 26
68 401 261
152 380 421
354 124 419
139 295 211
195 431 148
400 72 393
412 314 431
91 272 719
94 370 255
279 498 262
119 190 352
108 339 198
41 434 266
139 425 586
401 415 107
106 432 833
96 218 888
148 118 8
130 390 354
424 415 929
375 8 712
128 57 767
285 136 639
142 381 346
117 110 547
8 56 328
6 481 405
457 268 572
492 295 281
255 209 967
380 385 768
168 102 558
91 135 728
266 88 602
139 77 863
10 261 94
367 218 974
64 77 723
264 292 138
184 492 630
170 327 801
20 320 387
448 149 715
61 237 759
167 267 126
232 421 243
359 253 188
372 302 969
380 441 61
384 246 234
413 39 389
203 454 243
499 250 907
42 336 733
51 326 768
465 126 752
227 60 86
250 402 986
324 159 480
265 485 798
197 90 134
148 19 805
284 483 475
386 2 555
31 14 418
304 63 115
105 359 671
271 294 641
28 139 850
413 272 31
118 366 205
406 177 173
385 114 52
410 421 992
2 325 261
182 160 884
316 79 277
121 261 749
70 207 947
80 441 989
276 58 425
420 499 669
250 375 689
66 238 119
13 413 244
275 369 506
392 295 320
261 271 421
144 416 162
128 8 465
288 341 509
57 152 160
410 464 269
284 285 420
368 481 316
112 203 453
408 182 854
434 149 630
482 497 38
72 433 303
45 276 674
272 202 138
437 499 910
348 172 191
166 487 455
232 129 848
459 121 382
52 196 68
172 145 410
316 33 927
326 125 712
119 166 268
352 423 550
453 437 261
410 335 29
494 192 335
198 406 987
478 109 919
468 92 717
216 476 925
274 338 809
367 302 190
458 152 434
190 218 495
181 348 857
215 223 631
368 139 585
215 139 795
135 358 19
309 219 99
84 484 538
466 379 533
183 288 439
231 423 766
284 289 831
409 395 109
24 351 452
267 74 877
297 282 742
407 395 428
204 493 727
239 70 798
168 68 338
297 452 192
129 270 421
188 359 408
471 106 980
71 95 158
202 42 37
103 37 304
263 444 178
193 165 854
24 352 68
466 286 675
75 124 837
143 260 76
105 190 286
117 240 786
150 185 625
422 295 883
468 55 833
455 116 347
361 210 855
331 421 105
72 476 675
149 8 56
73 440 305
432 401 529
42 248 516
252 106 53
232 25 277
445 281 843
378 88 901
441 215 747
378 235 677
434 77 801
264 167 0
58 121 592
113 457 995
207 255 544
44 365 628
99 12 209
89 241 291
1 143 10
43 28 27
114 2 24
251 62 74
162 280 915
323 443 399
163 352 140
7 32 770
42 43 918
139 261 926
108 60 552
495 276 23
240 148 647
386 130 551
204 163 598
379 335 551
385 90 272
42 488 245
144 5 51
31 408 929
210 10 825
434 172 112
45 188 624
11 244 589
423 63 708
187 20 767
58 207 870
334 206 419
449 456 1
211 175 630
341 293 142
55 344 44
22 79 597
443 217 982
2 205 960
312 110 119
17 469 782
380 215 85
489 324 840
140 352 279
95 232 313
188 114 403
3 207 931
346 244 319
115 385 584
248 146 273
87 372 488
5 393 122
114 21 208
319 95 874
388 344 943
144 60 527
441 197 317
233 14 455
59 263 211
122 111 216
163 147 105
431 293 812
469 45 148
437 272 433
265 264 356
312 192 139
210 69 806
277 109 717
157 442 798
52 456 754
149 53 482
47 377 968
25 377 430
451 314 296
456 17 800
195 49 132
144 299 336
498 169 706
150 132 972
99 56 387
346 226 948
348 351 832
473 43 392
375 361 861
153 472 464
65 264 764
13 57 251
310 61 832
338 411 153
319 31 19
249 373 430
490 429 931
275 376 233
87 213 12
185 358 844
67 428 871
295 66 330
482 465 523
133 282 330
74 495 251
307 77 658
406 447 326
49 186 225
380 308 731
394 204 126
489 295 90
145 467 458
76 173 643
308 207 718
333 231 186
83 160 260
80 0 808
327 106 356
86 235 887
488 295 481
192 499 336
422 42 904
139 406 284
105 209 475
426 237 209
53 208 897
423 401 928
160 31 138
240 333 185
139 457 604
92 381 667
333 298 425
181 167 280
407 201 529
427 195 706
42 206 329
81 152 380
301 487 452
442 160 340
304 129 926
261 23 551
237 270 186
168 178 554
235 3 930
112 287 176
2 130 315
246 141 736
205 69 708
199 135 416
203 156 346
219 85 753
262 406 104
469 339 632
23 17 43
294 158 479
291 141 765
240 129 935
106 16 907
336 412 206
107 424 129
376 133 100
217 464 254
218 293 736
421 414 57
427 395 1
68 414 390
288 35 577
395 100 897
345 225 817
263 284 207
229 104 465
272 480 955
186 62 640
359 368 349
217 233 146
16 461 505
409 284 915
197 261 789
165 182 171
377 254 822
477 366 503
93 296 198
243 499 894
442 173 540
151 455 556
144 234 441
199 348 877
447 47 437
