100 10000
1 85 80
71 64 67
57 99 90
20 94 44
44 1 48
12 41 40
59 16 52
81 78 90
94 44 95
15 58 54
29 65 59
56 80 86
49 34 1
1 27 78
82 47 11
26 8 12
16 78 95
67 99 16
0 56 80
91 16 33
54 91 65
96 41 11
46 41 31
99 4 94
27 28 53
1 77 72
31 83 46
34 24 69
89 55 50
68 7 22
18 45 25
71 53 39
30 53 73
36 60 91
37 17 77
47 68 36
52 41 25
98 99 73
34 61 83
50 11 50
3 60 94
93 75 29
82 52 10
86 90 14
83 16 82
82 72 18
13 17 41
31 99 92
95 23 33
57 94 48
53 63 5
9 86 54
41 68 90
98 75 81
69 93 77
62 11 26
66 32 93
42 6 75
98 89 13
7 3 49
21 68 29
91 86 40
89 2 12
17 71 24
35 44 29
30 39 13
17 62 2
70 43 54
68 59 29
85 20 73
77 49 73
25 89 67
24 34 41
56 52 36
24 15 34
7 67 19
98 0 99
9 73 66
9 75 52
27 74 25
46 35 29
70 46 33
56 58 77
79 73 92
35 53 94
77 34 53
74 14 37
46 37 93
90 21 55
47 54 8
36 85 65
23 65 70
23 94 23
53 16 77
98 94 34
81 92 40
10 40 54
1 28 90
39 84 99
96 18 0
79 39 30
18 85 44
0 16 50
4 86 12
90 6 51
55 70 76
30 13 95
81 56 55
89 72 54
96 66 94
12 35 48
2 83 53
13 30 60
53 47 29
76 58 97
66 12 33
76 29 41
31 28 62
33 77 25
50 14 50
78 52 40
65 81 84
82 14 48
30 12 36
28 86 17
74 65 66
52 55 14
99 19 20
56 92 68
17 35 6
84 20 11
31 83 96
34 5 30
15 51 55
96 98 20
59 16 53
26 12 73
88 35 65
57 76 41
76 33 73
50 23 23
66 26 0
61 93 89
57 33 23
80 5 0
19 83 5
47 36 12
20 40 0
15 37 93
13 39 32
55 94 55
84 33 52
41 89 62
42 67 65
40 26 60
86 37 86
95 9 37
55 41 44
40 72 69
99 63 62
41 43 43
63 92 49
78 43 61
28 4 89
56 47 38
65 14 13
86 18 51
48 1 31
1 72 5
15 48 52
0 75 16
68 56 82
55 76 38
42 22 59
16 59 43
97 19 84
19 66 41
95 59 12
22 94 47
59 69 2
37 8 34
47 54 80
62 77 60
29 46 87
14 64 65
63 24 73
99 87 34
62 4 72
79 58 37
12 44 58
92 38 44
73 88 94
37 93 61
93 30 47
37 99 41
24 63 44
31 3 96
63 22 86
65 51 63
39 67 30
40 85 65
17 90 16
96 25 90
24 16 93
86 53 58
39 34 69
83 65 79
